id,correct_rating,original_review
6826_7.txt,1, can not understand the need to jump backwards and forwards to scene set and pad out the plot . Showing that someone has a skill right before they use it believe is offending our intelligence . It's starting to feel a little contrived and as though they are making up for being so vague for the first three series . little disappointing this episode . Furthermore using past quirks like Locke's ability to know when a storm is ending is frankly insulting . are we supposed to ooh and arr or laugh at the softer side of Locke ? This episode was all over the place .
7703_8.txt,1, One of the most macabre depressing yet eye docs . I've watched in awhile . There's no narration or story that's told just a third eye'' type camera following around couples of heroin addicts in NYC through the seasons . Watching them shoot up on the floors of public washrooms then clean'' their needles in the public toilets . sometimes it's a bit too much and you need to hit pause just to go for a breather . Anyone currently in recovery of alcohol addition should watch this when they're craving it really shows you to what you could be going back to ! After seeing this it's a wonder how anyone could even try this drug to begin with . The only thing it needed was a follow up at the end to tell where these people are today . Judging from what is shown in the doc . there's no hope for any of them . They mention wanting to get better and quit but it seems the only end to their habits is to quit by way of dying . This definitely is n't for all audiences . found myself kind of like watching a car accident after started watching it just could n't turn it off . had to keep watching with a dark fascination of what it's like inside the lives of these addicts .
293_10.txt,1, would like to submit the following goof . During the bridge scene soldiers are seen wading out in the river asking to be taken away and seeking to escape . Some of the soldiers approach Captain Willard's boat and attempt to board carrying with them suitcases . Soldiers are not issued nor do they ever carry suitcases into a combat zone . They have duffel bags packs and footlockers but not suitcases . The use of a suitcase in this scene is absurd and out of keeping . Additionally if you look closely you will see that the suitcase is floating on top of the water . This is probably a very good indication that it is empty it would sink .
5635_9.txt,1, When we are young we all pick out an ideal occupation for ourselves artist actor writer rocket scientist etc . While most of us grow out of our pipe dreams the main character of American Movie Mark has yet to let go of his at a thirty age too to become a wealthy acclaimed director . Despite the fact that Murphy's Law wo n't leave Mark alone and something always seems to go wrong Mark is able to persevere during each deterring incident with an even greater drive to reach his goals . His desire to be a director so controls his character that he sees any person or thing in his life as something to exploit to reach the goal . While noticed other IMDB commenters are lambasting Mark's selfishness think it's an almost justified sort selfishness because for Mark not becoming a famous director is equivalent to death . He talks incessantly about leaving some kind of mark on the world and he sees filmmaking as a way to do this . Unfortunately any viewer of this movie picks up early on the fact that Mark has a near chance of ever achieving his dream . Is he aware of this ? No not in the slightest and none of his family or friends want to let him in on the secret fact even some of them believe in him Strangely enough though the disappointing future the viewer feels is sure to occur for Mark does n't impede the ability to find humor in the film . This is a very very funny documentary . Most of the laughs come from when Mark is filming scenes for Coven'' There's a scene where an actor has to have his head break a cupboard and it's just not working . Another scene has Mark's very old uncle Bill saying a few lines to the camera needless to say after takes of a lot of headscratching and line Bill finally decides he's had enough . lot of humor sadly comes from Mark himself . His screenwriting which he seems to think is worthy of a Pulitzer is laughingly bad It's alright it's ok there is something to live for Jesus told me so . American Movie'' is contrary to what people might think a documentary that anyone can enjoy though my sister who watched some scenes seemed to think it was downright bizarre The fact that Chris Smith can successfully bring to the screen a film that inspires both sadness from Mark's depressing lifestyle to hilarity with scenes with Bill unfortunately passed away before the film was released says quite a lot about him . wonder how the dreamer Mark regards this documentary . Does he realize that it casts him in a bad light ? Or that it sets up to show him as a fool in many scenes of the film ? Or does he see it as something that will be shown prior to his own Biography segment ? It's an intriguing subject of wonder and hope the latter comes true for him some day . highly recommend this movie
1503_8.txt,1, honestly have to say that CAT IN THE BRAIN is one of the most fun and unintentionally hilarious films I've ever seen . This film is packed with stupid dialog ridiculous scenes and a self plot starring legendary horror director Lucio Fulci himself . The threadbare story is about an aging director who is also named Lucio Fulci in the film . is starting to go nuts and hallucinate because of all the vicious things he's put down in film over the past many years . He goes to a shrink who hypnotizes Fulci and tells him that he will believe himself to be a killer but that the shrink will actually be the one doing the killing . The rest of the film is made up of shots from the film'' that Fulci is directing during all this action scenes of the shrink killing people all grinning like a moron and some of Fulci's hallucination sequences . Oh and a few tits thrown in for good measure as well . CAT IN THE BRAIN is completely over ridiculous in every sense . The gore is classic Fulci nasty and strong with some really decent scenes . The chainsaw sectioning of a female corpse is pretty cool as is the chainsaw beheading of a small boy . Lots of stabbings gougings and other cool kill make this one a pretty non bloodbath . The ridiculous dialog IT ! IT ! as well as some of the insanely goofy scenes Nazi orgy the opera singing slap and the running down of an innocent hippy come easily to mind . make this one fun as hell . Not nearly as dark as some of Fulci's other films CAT is more of a self horror that if it was n't meant to be funny is actually kind of sad . say to grab a fifth of cheap bourbon and settle in to this one . watched CAT with a few friends and we laughed the entire time . THIS is the feel movie of the summer .
688_7.txt,1, This seemed to be a lackluster film to me that betrays a low budget with poor cinematography and not all that great of a job of editing . It may be of interest to those who know something about submarines during the World War II era but recommend that all others beware . Many of the scenes in this film were flat and some of the actors were a bit weak . The story about the men getting called back to duty during a short leave seems realistic enough but there's no real pacing or tension in the story . also had a tough time understanding what the actors were saying partially due to some strong English accents and perhaps some due to an inferior job of sound recording . give this a Most folks will want to steer'' clear .
6730_7.txt,1, So after years and years finally track this film down ! was dying to see how it lived up to my memories . distinctly remembered the shots of the ghost boy running down the mine then waiting behind two planks of wood crossed in the mineshaft just staring out with a pale white face . This single shot was probably the most chilling shot of my childhood remember chills running down my spine . Watching it now its obviously nowhere near as scary but quite subconsciously strange to see the same images again . If anyone wants a copy private message me . The story itself is fairly standard BCFF stuff . Its strange though that the message is pretty unclear this time around there is no real moral as such that are here to help us ? or be prejudiced against ghosts ! There was n't even a greed angle in terms of wanting to profit from the mine . However a massive act of irresponsibility from the captain encouraging the two kids to actually follow the vague implications of a ghost not only into a mine but into a new mine hole which is totally dangerous . The captain then encourages the children to climb down a huge ladder deep into the mines simply because he thinks the ghost wants them too . Its also a bit odd that the ghost chooses the boy to help the trapped adults and not just help the trapped adults direct . Oh well .
8531_10.txt,1, You got to love this movie ! mean what other Swedish splatter movie could be so evil bizarre and totally cruel . whole movie is stuffed with some kind of weird humor like The old cencoreguy just blows his head off and the boss just wipes the blood off his glasses and says with a mean voice Your fired ! wouppie !
1598_10.txt,1, His music especially what we hear of it here is very slow . From around the time of Bach's death composers had been working out ways of making music progress at a slower and slower pace over a century later Wagner and then Mahler wrote pieces that are about as slow as it is possible for music to get . course one can cheat by writing a march and then specifying a tempo of say semiquaver but that tempo would n't be the correct tempo . Wagner and Mahler wrote music that is PROPERLY played at a snail's pace . Given that the slowness in no sense sounds too slow snail's pace'' is the wrong expression . critic wrote of a famous Wagner conductor He does n't beat time he beats eternity . For all know this was meant as a compliment . get the feeling that around the early directors worked out how to make the slowest possible films there's Death in Venice'' and there's Solyaris'' much prefer the former . For one thing Solyaris'' steps over the line or some line and becomes soporific Death in Venice'' is gripping from beginning to end . Not much happens but it all happens in the right sequence at the right pace with photography you can get lost in Another way of cheating with music by the way is to write something that does n't really have a tempo at all . Such music sounds slow but is really just unmusical just as many films feel slow because they lack rhythm and form . Death in Venice'' is n't one of them . Beautiful in every respect it will remind you of the timelessness and contextlessness of quality . You need no theoretical knowledge to respond to Visconti's mastery as you do to respond to a lesser director's incompetence . It's a great work .
1376_8.txt,1, was having a horrid day but this movie grabbed me and could n't put it down until the end . and had forgotten about my horrid day . and the ending . by the way . where is the sequel ! the budget is obviously extremely low . but look what they did with it ! it reminds me of a play . they are basically working with a tent a pod a few guns uniforms camping gear and a thing . that is it for props . Maybe this is even a good thing forcing the acting and writing to have to step up and take their rightful place in film as the centers of the work instead of as afterthoughts used to have an excuse to make CGI fights The cgi is fine . It is not exactly but imho it still works . why ? because there is n't too much of it and what there is is not over with an army of effects house people trying to cram everything they can into the shot . it prompts the imagination . it's some relatively simple stuff with decent composition the heavy freighter shot . there is one long shot that must be at least ten seconds . tracks the entire length of the ship . it must be a record for sci fi battle sequence film making in the past years to have an action sequence that lasts longer than seconds and some relation to the story . it might look old or not of the art but it does n't look stupid and it does n't take away from the story . The acting is good except the characters die too fast to get to know them . The captain was great but a few of his scenes could have used another take . also got confused with his character losing his cool and stomping on a corpse like to think captains are calm cool and in control . what was going on in that scene ? did the other crew worry about him losing it at that moment ? did he feel himself losing control ? Now as for the plot . mostly it is good . why ? Because it does n't try to explain itself . It just happens . It's called planet its a mystery get it ? Nobody knows why there is a statue and they do n't find out either . The mysterious cult ? The weird scientist with the tattoo ? What do you expect to find out in less than minutes ? This is n't War and Peace . And thank god it's not star wars either . No midichlorians no minutes of expository boring dialog that has no purpose in the story . The characters are stranded and are only able to figure out a few basic things . it is not a star trek episode where they find out it's leonardo davinci or a child like space wanderer . It is mysterious and liked that . do n't know why maybe can identify with these guys more since they do n't know whats happening and do n't either . they do n't talk a lot of space gibberish or have magic boxes telling them what is happening . In fact would argue that one of the weakest moments is when the turns on the crew and tries to the reason for the planet the cult etc . This coincidentally has some of the weakest dialog imho in the whole movie and it interrupts the flow and some of the characters look unnatural in that scene . OK sometimes felt it was a little too mysterious though . Like why did the guy get fried through his eyes with lightning ? That was odd . Just weird . The ending . again would have liked to have known some of these characters better . And would it have been so hard to have a second rescue scene at the end ? This is not a serial show it was a film and we like closure in films even if they can have a sequel . Imagine Hamlet with no of angels sing thee to thy rest Anyways . What can say . This was well worth the dollar payed at the box machine at the supermarket . It was also imho a better piece of storytelling than starwars parts or Like said it sucked me in wanting to know what was happening and could n't stop watching until the end .
7623_8.txt,1, Great cult flick for MST types Richard Boone is a mess bad hair arthritis even his dark glasses are n't right about as good as a bad dino can get . actually that charging saber Styracosaurus was pretty cool maybe Spielberg should take a couple of notes from that one .
7666_8.txt,1, This show was incredible but too esoteric for most people . If you had never truly seen a European variety show in the or at least a Mexican one the entire show would probably be lost on you . If you had this show was a dead on skewering satire of the phony spectacle and shallowness that these shows dive into at their worst . Helmed by a chain suave wannabe with a pencil moustache and his ultra and immasculating harridan of an EX Viva Variety'' is a variety show that tries to get off the ground every episode but always descends into in and acts gone very wrong . The hosts are joined by Johnny Bluejeans'' a dim witted side who seems to have been named because blue jeans are a very popular product in his country and that means the kids will like him which of course they do n't . The result was a hilarious spoof of variety shows in general . Imagine the arguing that probably happened BACKSTAGE during the last days of the Sonny Cher Show'' Now imagine it's happening ONSTAGE in front of you and the stars are trying to keep their composure . Now add cheesy acts and a Euro mentality gowns booze accents and smokes NOW you have Viva Variety'' Have you ever heard a musician whose music was pretty much written for other musicians ? Too conceptual ? Viva Variety did this for comedians . WAY too esoteric for the standard American audience . It was funny as Hell . And doomed .
667_10.txt,1, Who ever put that review as bad taste is not all quite there . its so funny genius and fantastic you could watch it until your eyes are square ! not to mention the rest of the work he has done on the rest of the series . is as good as Morris standards . if you think that it is or then can only think of one thing to say to you go to hell . thanks . it had to be said ! think that the way that so many people complaining was a complete joke . would like to make a shout out to all the people that actually did that have n't you got anything better to do with your time ? what are you trying to prove ? thanks for reading my heart review on the matter .
12123_7.txt,1, do n't know if it's fair for me to review this . I'm not a fan of gratuitous violence . I've never understood the movie industry making heroes out of mob members and cold blooded killers . When The Godfather came out thought they had broken the mold but the decades have produced a series of well mob movies with major stars and directors doing them . This one is obviously low but it is certainly well done . At some point in all of these feel like want to take a shower . If such characters actually exist it is hard for the soul . always intellectualize that humankind will rise above this sort of thing . This kind of crud has to be stopped . hope the people that go to films like this are more voyeuristic and less vicarious . feel sort of the same way about slasher movies . Why do we have a fascination with death and dismemberment ? In fairness am judging this on the acting and directing and for what it is it seems to work pretty well .
1241_7.txt,1, The story is quite slow at the beginning except few interesting humour that come along the way but some of the plot still empty . The science on how the kid entered the century is still a mystery except at the end of the movie we have been shown of how . Other than that everything looks ok !
7831_8.txt,1, Ladies and gentlemen we've really got ourselves a winner here . Actually we do n't but boy is this film an often hilarious and always entertaining horrible hoot of a stinker . Poor Alma Julia Ruiz is suffering from an ancient Mayan curse that causes lethal poisonous snakes to grow inside of her body . Alma and her deranged shaman husband Brujo Castro who feverishly overacts with delicious eye intensity stowaway on a train that's bound for Los Angeles . Naturally a bunch of deadly vipers get lose so they can terrorize the motley assortment of passengers . The Mallachi Brothers working from an absurd script by Eric Fosberg treat the ridiculous premise straight thereby creating a wonderfully wretched piece of deliriously campy cheese . The cruddy CGI effects the pathetically unfrightening common variety Gardner snakes would scary rattlesnake noises added to the soundtrack to imbue them with a faint sense of otherwise nonexistent menace the plodding pace the total dearth of any tension or momentum the obvious rickety stage train set and especially the simply astonishing you got ta be kiddin me ! over preposterous ending are all downright awesome in their very jaw awfulness . Better still we also got game lame acting from a no cast a nice smidgen of tasty gratuitous female nudity a funky hum'n score and plenty of extremely gross and grotesque make Bonus points for the fact that the token irritatingly cutesy little girl gets eaten by a large reptile and for the stoner engineer who gets caught smoking crack out of a hollow light bulb An absolute gut of a kitsch howler .
12222_7.txt,1, This DVD set is the complete widescreen run of Surface'' a television show made by Universal in The full running time is hours and minutes plus a few bonus features scenes cast interviews special effects featurette This was a relatively high budget show and much of the budget makes it to the screen in the form of quality production design and special effects . Unfortunately hours is a lot of time and as typically happens with this type of stuff the overall quality begins to fall off in the later episodes . found the first episodes and extremely engaging and the remainder a disappointment . Surface'' was produced written and directed by Josh and Jonas Pate and it appears that they were surprised by the success of the series and unable to cobble together enough good subsequent material as they rushed to fill the order for additional episodes . It even looks like additional writers were brought in for the later episodes because the characters were already the weakest part of the series lack consistency with the way they were played in the early episodes . The series was canceled and although the last episode provides a conclusion of sorts there are still a lot of things left hanging . It is basically a science fiction story about genetically created dragons sort of a television blend of Jurassic Park'' and ET'' The story begins as a puzzle as a crew Navy sub is found adrift at sea boaters on a Texas lake are sucked into whirlpool a lighthouse in Africa is destroyed by a huge monster etc . etc . And as long as things stay this vague there is a fair amount of tension and suspense . human element is introduced in the form of three American families one on each coast and one on the Gulf of Mexico . Laura Daughterty Bell is a California marine biologist who discovers a strange creature rising from an undersea thermal vent on the ocean floor . Rich Connelly Ferguson is diving with his younger brother in the gulf when a similar creature drags his brother away to be seen again Miles Bennett Jenkins is a Wilmington teenager who finds some strange eggs floating in the ocean . He takes one home where it hatches into an ET'' type dragon . He will spend the rest of the series trying to hide his strange pet from his family and from the local authorities . These dragons may look like lizards but they are more like indestructible electric eels firing electromagnetic pulses causing lightning strikes emptying the sea of fish and reproducing like a bunch of randy rabbits when they find an undersea thermal vent of boiling water . As long as it's uncertain whether or not they're intelligent extraterrestrial or harmless the premise is interesting . Once you begin to suspect their origin it all gets very tired and predictable . Jay Ferguson staggeringly bad actor in the tradition of David Hasselhoff essentially plays the Richard Dreyfuss character from Close Encounters of the Third Kind'' so you know that with a better actor and a better director it could have been an interesting character . You will grow to hate this character more with each episode . Unfortunately what starts out as three parallel story lines is soon condensed into two as Ferguson and Bell low version of Sandra Bullock are soon paired up and involved in a series of moronic adventures almost as improbable as the stuff Jason Bourne'' gets himself into . You expect plot holes and the need to suspend disbelief in this type of show can even be part of the fun but their adventures are not just totally implausible they are utterly and completely boring . There are three consecutive episodes that feature Ferguson and Bell together in a submersible that will have you longing for the excitement of an all actuarial conference . Jenkins is the strongest member of the cast and the segments with his pet dragon are inter often enough with the boring Ferguson stuff to keep you watching . And these segments benefit from the presence of gorgeous Leighton Meester recent Gossip Girl'' fame as his sister Savannah . Apparently the producers picked up on the importance of this to their teenage boy'' target audience and the one positive thing they did with the later episodes of the series was to introduce Linsey Godrey as a first love'' interest for Miles . So as Savannah's screen time decreases Catlin is gradually phased in . In retrospect they needed a third storyline to keep viewers sufficiently engaged and it would have been better to limit the adult melodrama in favor of a second group of young actors . Then again what do know ? I'm only a child .
742_8.txt,1, I'm not sure what intrigues me about this movie so . It is grainy poorly written bleached out often ridiculous and at many points mind numbingly dull person was watching it with fell asleep twice . And yet there is something in this film that fascinates me though am not sure what perhaps the character of Sam an enormous former patient who was lobotimized by the former head doctor and who is perpetually sucking on an ice pop or the marvelously played head doctor forget her name Anyway watch it and form you're own opinion it has one of the greatest endings have seen in film .
10376_10.txt,1, was surprised that liked this movie . But it reminded me of a version of the first Friday the There were a number of cheesy elements yet at the same time there were many cool ones . The story line was good if you have seen more than one or two horror movies but full of one to make it worthwhile . There are some memorable scenes worth watching . few issues had with the plot had to do with the continuity of the characters . For instance in the opening scene the scarecrows were humans on stakes whose blood was drained to grow the crops looked very real but later in the film they looked more like fake scarecrows wearing blue colored masks . There were more than several gaps in the plot and the acting was mediocre but at least it sounded like how real people talk unlike Hollywood movies where the dialogue is really fake sounding when you think about it . The culmination of the last scene when the main character says I'm not a Baker I'm a Connell ! and lops the head off of the scarecrow is satisfying as his friends have for the most part been killed off by these creatures at that point .
11420_7.txt,1, Critics and audiences both pretty much panned this movie but actually did n't think it was too bad ! Even the critics normally agree with thought it was crap and normally despise PG horror films . So this means one of two things either I'm too easily pleased and my taste in movies has dwindled over the years or a Stranger Calls is n't nearly as horrible as it's made out to be . Now to be fair some of the criticisms of the movie are true not much character development and not much happens in the story . But man alive folks how much were you expecting from a movie about a babysitter being stalked ? Cut them some slack ! As a former babysitter who was watching this flick late at night with the lights out can safely say the stalker dude was one creepy mofo ! Who knows ? guess stuff like this just gives me the willies . Yes admit had fun watching this and do n't care how big of a minority that puts me in .
1619_10.txt,1, This is a low budget stop motion monster movie from Brett Nymphoid Barbarian in Dinosaur Hell Piper . and it delivers just what I'd expect from such a production light cheesy dialogue some cute actresses and lots of stop motion critters . That's why I've given the film out of because it delivers what expected it to deliver . and a bit more Brett does n't penny when it comes to putting his critters on screen . He hurls lots of bugs at his cast for the finale . And anyway LOVE stop motion monsters which compared to CGI critters in bigger budgeted movies just seem to be that much fun to watch .
5507_7.txt,1, This off horror movie seems to be getting nothing but bad reviews . My question is why ? think this movie is pretty good . Dee Snider did very well for his first only time directing . He also plays the antagonist Captain Howdy Hendriks This movie seems to have a view of the future . Although it came out back in it seems to be about modern issues . Internet predators seems to be the underlying plot here . Although taken to another level this is an issue which we still face today . I'll admit the story fell short a few times but that does n't make this a bad movie at all . Robert Englund is even in this movie that automatically makes it better . THe acting was n't bad the characters were pretty good as well . Hendriks was a pretty good antagonist think . give this off horror a Recommend for fans of Saw .
4193_7.txt,1, The Beatles had just done Mystery Tour . There was the general feel that performance peace and drugs went together naturally . In LA there was a film subculture that knew something was up . Nicholson was in several of these gangs . Before he decided to seriously become an actor before Rider before Flamingos before for Night there were several experiments with what to do about this . An important one is Manuscript . This is another . Jack writes . He plays with circular narrative self film reference performance self the pain of creation all on the outskirts of safe kiddiepop . You must see this if only to know something about Jack . Certain actors act by digging into themselves . It is a common technique . Some dig deep but after a while they become boring because they are incredibly shallow people . There is n't just enough stuff in there to sustain a career . Think of DeNiro and Hackman . Others are pretty interesting people who seem to become more interesting over time . When they dig into the barrel they put stuff back in because of the pain of the digging . Think Sean Penn and Jack . At the bottom of Jack's barrel at the end of the thread he spins as the base of every character is this experimental risky writer Who cares if it is a bad movie ? It is bad because it took risks . Watch when a tear is wiped from Annette's cheek by the director . It is a loving goof on the whole Brando thing something that heard Marlon laughed about . That is one of the richest moments in Hollywood film history . There's another reason to watch this . Music in film is has a strong root in dance . Revolution in film often relies on music . Whole cultures are thus swept along . An unsung giantess in inventing how billions now dance is Toni Basil . She was as influential in pop choreography as the Beatles were in music . She was already well into her career when called upon to work on this . But this is one of her earliest screen appearances . You can see her work throughout and she herself in the pretty cool Girl segment over one of Nilsson's better songs . by the Frank Zappa cameo . McCartney would reference this scene in his TeeVee special years later . third reason to watch is early minutes in the film a character named Pleasure kisses each Monkey in a long continuous shot and then dismissively departs . She is credited as Jefferson but is really Mimi Manchu Nicholson's lover at the time and LSD partner . Red hair psychedelic demeanor . Lovely . That scene says it all for me about how Jack feels about the boys . Ted's Evaluation of Worth watching .
5589_10.txt,1, think Crewes did her evil part very well she should have won an award . Anything that Dunne is in . is salvageable because Dunne is a great actress and can pull anything off even a weak script . Therefore WOULD recommend it for this reason alone . This movie may have been a little ahead of it's time the plot might be more acceptable these days . During the golden age of Hollywood movies were meant to entertain or teach mostly to make us feel good or cope with the times . This plot seem to deviate from that profile . Yet again must say what ever Irene Dunne was in at least was good'' because she made things so believable ! The only other actress can say made me think this way was maybe Deborah Kerr . Watch Silver Cord if you get the chance for the acting'' if nothing else .
